block_num,last_mode,tx_count,warm_hits,sched_us,g0,g1,g2,alloc_mb
1,DISABLED,5,0,0,0,0,0,34.033
2,DISABLED,14,0,0,0,0,0,13.378
3,DISABLED,11,0,0,0,0,0,0.885
4,DISABLED,30,0,0,0,0,0,7.848
5,DISABLED,56,0,0,0,0,0,39.813
6,DISABLED,120,0,0,0,0,0,30.578
7,DISABLED,135,0,0,0,0,0,53.231
8,DISABLED,223,0,0,0,0,0,58.515
9,DISABLED,220,0,0,1,1,1,109.673
10,DISABLED,319,0,0,0,0,0,79.179
11,DISABLED,219,0,0,0,0,0,150.031
12,DISABLED,339,0,0,1,0,0,90.539
13,DISABLED,240,0,0,0,0,0,170.385
14,DISABLED,330,0,0,0,0,0,100.163
15,DISABLED,189,0,0,0,0,0,169.447
16,DISABLED,56,0,0,0,0,0,173.258
17,DISABLED,45,0,0,0,0,0,54.040
18,DISABLED,40,0,0,0,0,0,44.301
19,DISABLED,35,0,0,0,0,0,40.427
20,DISABLED,36,0,0,0,0,0,35.309
21,DISABLED,48,0,0,0,0,0,35.518
22,DISABLED,31,0,0,0,0,0,46.275
23,DISABLED,35,0,0,0,0,0,33.354
24,DISABLED,41,0,0,0,0,0,38.215
25,DISABLED,44,0,0,0,0,0,42.528
26,DISABLED,32,0,0,0,0,0,45.170
27,DISABLED,37,0,0,0,0,0,35.946
28,DISABLED,42,0,0,0,0,0,41.787
29,DISABLED,39,0,0,0,0,0,47.995
30,DISABLED,34,0,0,0,0,0,44.476
31,DISABLED,38,0,0,0,0,0,42.341
32,DISABLED,44,0,0,0,0,0,41.774
33,DISABLED,34,0,0,0,0,0,51.999
34,DISABLED,36,0,0,0,0,0,43.928
35,DISABLED,37,0,0,0,0,0,44.154
36,DISABLED,46,0,0,0,0,0,44.869
37,DISABLED,32,0,0,0,0,0,51.789
38,DISABLED,38,0,0,0,0,0,35.335
39,DISABLED,59,0,0,2,2,1,35.033
40,DISABLED,141,0,0,0,0,0,34.210
41,DISABLED,57,0,0,0,0,0,136.326
42,DISABLED,34,0,0,0,0,0,58.501
43,DISABLED,38,0,0,0,0,0,37.786
44,DISABLED,38,0,0,0,0,0,40.261
45,DISABLED,42,0,0,0,0,0,42.297
46,DISABLED,33,0,0,0,0,0,44.384
47,DISABLED,37,0,0,0,0,0,38.446
48,DISABLED,42,0,0,0,0,0,39.316
49,DISABLED,39,0,0,0,0,0,45.514
50,DISABLED,32,0,0,0,0,0,43.627
51,DISABLED,37,0,0,0,0,0,35.978
52,DISABLED,42,0,0,0,0,0,39.612
53,DISABLED,39,0,0,0,0,0,48.819
54,DISABLED,39,0,0,0,0,0,40.964
55,DISABLED,37,0,0,0,0,0,41.718
56,DISABLED,44,0,0,0,0,0,41.192
57,DISABLED,31,0,0,0,0,0,46.878
58,DISABLED,38,0,0,0,0,0,38.989
59,DISABLED,39,0,0,0,0,0,50.009
60,DISABLED,42,0,0,0,0,0,45.883
61,DISABLED,32,0,0,0,0,0,47.674
62,DISABLED,37,0,0,0,0,0,34.946
63,DISABLED,41,0,0,0,0,0,44.576
64,DISABLED,40,0,0,0,0,0,45.281
65,DISABLED,33,0,0,0,0,0,49.710
66,DISABLED,37,0,0,0,0,0,38.858
67,DISABLED,43,0,0,0,0,0,44.882
68,DISABLED,37,0,0,0,0,0,50.541
69,DISABLED,35,0,0,0,0,0,47.441
70,DISABLED,38,0,0,0,0,0,44.441
71,DISABLED,46,0,0,0,0,0,49.139
72,DISABLED,32,0,0,0,0,0,52.206
73,DISABLED,38,0,0,0,0,0,38.824
74,DISABLED,38,0,0,0,0,0,50.617
75,DISABLED,43,0,0,0,0,0,50.111
76,DISABLED,32,0,0,0,0,0,54.145
77,DISABLED,37,0,0,0,0,0,43.689
78,DISABLED,43,0,0,0,0,0,46.516
79,DISABLED,38,0,0,0,0,0,55.940
80,DISABLED,39,0,0,0,0,0,47.522
81,DISABLED,39,0,0,0,0,0,46.124
82,DISABLED,42,0,0,0,0,0,46.477
83,DISABLED,90,0,0,1,0,0,48.568
84,DISABLED,46,0,0,0,0,0,95.978
85,DISABLED,44,0,0,0,0,0,53.578
86,DISABLED,31,0,0,0,0,0,53.952
87,DISABLED,38,0,0,0,0,0,39.858
88,DISABLED,39,0,0,0,0,0,47.840
89,DISABLED,42,0,0,0,0,0,44.241
90,DISABLED,31,0,0,0,0,0,51.704
91,DISABLED,38,0,0,0,0,0,41.700
92,DISABLED,41,0,0,0,0,0,43.645
93,DISABLED,40,0,0,0,0,0,52.574
94,DISABLED,33,0,0,0,0,0,45.422
95,DISABLED,38,0,0,0,0,0,42.088
96,DISABLED,45,0,0,0,0,0,44.307
97,DISABLED,34,0,0,0,0,0,53.229
98,DISABLED,39,0,0,0,0,0,39.412
99,DISABLED,43,0,0,0,0,0,48.544
100,DISABLED,38,0,0,0,0,0,49.448
101,DISABLED,39,0,0,0,0,0,41.919
102,DISABLED,43,0,0,0,0,0,44.542
103,DISABLED,38,0,0,0,0,0,50.109
104,DISABLED,38,0,0,0,0,0,45.048
105,DISABLED,41,0,0,0,0,0,48.439
106,DISABLED,41,0,0,0,0,0,48.326
107,DISABLED,36,0,0,0,0,0,49.075
108,DISABLED,37,0,0,0,0,0,46.221
109,DISABLED,46,0,0,0,0,0,49.770
110,DISABLED,33,0,0,0,0,0,50.656
111,DISABLED,37,0,0,0,0,0,42.300
112,DISABLED,43,0,0,0,0,0,40.901
113,DISABLED,38,0,0,0,0,0,46.239
114,DISABLED,34,0,0,0,0,0,41.783
115,DISABLED,37,0,0,0,0,0,43.094
