block_num,last_mode,tx_count,warm_hits,sched_us,g0,g1,g2,alloc_mb
1,AL,1,0,7857,0,0,0,34.864
2,AL,1,0,147,0,0,0,17.921
3,AL,1,0,60,0,0,0,8.944
4,AL,1,0,74,0,0,0,16.860
5,AL,1,0,55,0,0,0,8.460
6,AL,1,0,69,0,0,0,0.133
7,AL,1,0,53,0,0,0,0.195
8,AL,1,0,66,0,0,0,0.465
9,AL,1,0,86,0,0,0,0.474
10,AL,1,0,74,0,0,0,0.054
11,AL,1,0,97,0,0,0,0.070
12,AL,1,0,68,0,0,0,0.063
13,AL,1,0,66,0,0,0,0.124
14,AL,1,0,97,0,0,0,0.062
15,AL,1,0,87,0,0,0,0.133
16,AL,1,0,112,0,0,0,0.054
17,AL,1,0,89,0,0,0,0.078
18,AL,1,0,55,0,0,0,0.100
19,AL,1,0,89,0,0,0,0.063
20,AL,1,0,84,0,0,0,0.070
21,AL,1,0,70,0,0,0,0.895
22,AL,1,0,84,0,0,0,0.467
23,AL,1,0,56,0,0,0,0.211
24,AL,1,0,64,0,0,0,0.514
25,AL,1,0,50,0,0,0,0.423
26,AL,1,0,65,0,0,0,0.062
27,AL,1,0,68,0,0,0,0.132
28,AL,1,0,63,0,0,0,0.086
29,AL,1,0,51,0,0,0,0.062
30,AL,1,0,62,0,0,0,0.063
31,AL,13,12,1614,0,0,0,1.569
32,AL,29,28,496,0,0,0,1.948
33,AL,27,26,163,0,0,0,0.272
34,AL,25,24,115,0,0,0,0.272
35,AL,23,22,134,0,0,0,0.273
36,AL,30,28,417,0,0,0,1.606
37,AL,30,28,181,0,0,0,0.583
38,AL,30,28,344,0,0,0,0.272
39,AL,30,28,146,0,0,0,0.276
40,AL,30,28,115,0,0,0,0.281
41,AL,30,28,132,0,0,0,1.485
42,AL,30,28,129,0,0,0,0.522
43,AL,30,28,291,0,0,0,0.280
44,AL,30,28,148,0,0,0,0.280
45,AL,30,28,115,0,0,0,0.276
46,AL,30,28,263,0,0,0,2.016
47,AL,30,28,154,0,0,0,0.854
48,AL,30,28,134,0,0,0,0.154
49,AL,30,28,119,0,0,0,0.351
50,AL,30,28,112,0,0,0,0.289
51,AL,30,28,118,0,0,0,2.556
52,AL,30,28,149,0,0,0,0.319
53,AL,30,28,114,0,0,0,0.960
54,AL,30,28,102,0,0,0,0.694
55,AL,30,28,140,0,0,0,0.270
56,AL,30,28,130,0,0,0,2.479
57,AL,30,28,95,0,0,0,0.303
58,AL,30,28,106,0,0,0,0.296
59,AL,30,28,109,0,0,0,0.280
60,AL,30,28,110,0,0,0,0.278
61,AL,30,28,112,0,0,0,2.620
62,AL,30,28,90,0,0,0,0.748
