client,config,latency_ms
Besu,Baseline,179.896355
Besu,Baseline,118.727684
Besu,Baseline,179.671049
Besu,Baseline,224.970102
Besu,Baseline,52.04463
Besu,Baseline,148.715973
Besu,Baseline,166.377068
Besu,Baseline,92.726707
Besu,Baseline,140.510082
Besu,Baseline,118.669748
Besu,Baseline,43.768644
Besu,Baseline,156.868935
Besu,Baseline,288.322687
Besu,Baseline,116.66131
Besu,Baseline,70.716143
Besu,Baseline,115.487337
Besu,Baseline,236.666441
Besu,Baseline,290.580034
Besu,Baseline,315.653563
Besu,Baseline,67.867279
Besu,Baseline,264.384747
Besu,Baseline,23.810148
Besu,Baseline,30.138254
Besu,Baseline,23.298979
Besu,Baseline,117.203474
Besu,Baseline,372.851849
Besu,Baseline,25.527716
Besu,Baseline,92.516422
Besu,Baseline,56.137562
Besu,Baseline,205.675364
Besu,Baseline,411.139488
Besu,Baseline,27.384996
Besu,Baseline,151.216269
Besu,Baseline,45.008183
Besu,Baseline,258.293629
Besu,Baseline,179.109573
Besu,Baseline,223.761082
Besu,Baseline,243.695736
Besu,Baseline,185.416222
Besu,Baseline,220.774412
Besu,Baseline,28.918982
Besu,Baseline,28.612614
Besu,Baseline,70.648193
Besu,Baseline,328.676462
Besu,Baseline,165.273428
Besu,Baseline,100.76189
Besu,Baseline,167.436361
Besu,Baseline,128.628254
Besu,Baseline,141.136408
Besu,Baseline,22.039413
Besu,Baseline,68.364859
Besu,Baseline,18.339872
Besu,Baseline,99.196911
Besu,Baseline,19.101381
Besu,Baseline,51.535606
Besu,Baseline,210.48069
Besu,Baseline,581.043243
Besu,Baseline,31.210423
Besu,Baseline,296.046972
Besu,Baseline,145.114422
Besu,Baseline,102.825403
Besu,Baseline,21.425724
Besu,Baseline,43.46323
Besu,Baseline,23.691416
Besu,Baseline,406.568527
Besu,Baseline,58.035135
Besu,Baseline,234.184742
Besu,Baseline,25.090933
Besu,Baseline,119.67802
Besu,Baseline,78.754425
Besu,Baseline,25.523901
Besu,Baseline,76.546431
Besu,Baseline,435.455561
Besu,Baseline,45.344591
Besu,Baseline,76.76053
Besu,Baseline,166.62097
Besu,Baseline,46.82374
Besu,Baseline,32.4471
Besu,Baseline,49.152374
Besu,Baseline,266.447306
Besu,Baseline,139.834642
Besu,Baseline,182.617903
Besu,Baseline,566.441298
Besu,Baseline,479.916573
Besu,Baseline,25.075912
Besu,Baseline,33.389568
Besu,Baseline,125.215769
Besu,Baseline,77.655792
Besu,Baseline,348.373413
Besu,Baseline,280.290604
Besu,Baseline,446.430206
Besu,Baseline,71.301937
Besu,Baseline,142.757893
Besu,Baseline,60.519218
Besu,Baseline,26.268482
Besu,Baseline,64.284801
Besu,Baseline,60.05168
Besu,Baseline,248.654127
Besu,Baseline,251.876831
Besu,Baseline,177.962303
Besu,Baseline,117.315292
Besu,Baseline,26.932478
Besu,Baseline,142.756224
Besu,Baseline,209.256411
Besu,Baseline,216.357946
Besu,Baseline,43.083668
Besu,Baseline,38.988352
Besu,Baseline,128.197432
Besu,Baseline,106.985807
Besu,Baseline,322.167397
Besu,Baseline,31.06451
Besu,Baseline,21.903276
Besu,Baseline,82.512379
Besu,Baseline,437.750101
Besu,Baseline,220.558405
Besu,Baseline,54.993153
Besu,Baseline,30.706167
Besu,Baseline,212.434769
Besu,Baseline,26.997089
Besu,Baseline,79.57077
Besu,Baseline,179.044247
Besu,Baseline,260.746479
Besu,Baseline,156.547546
Besu,Baseline,279.922009
Besu,Baseline,173.637152
Besu,Baseline,98.383665
Besu,Baseline,205.135107
Besu,Baseline,21.999598
Besu,Baseline,59.809923
Besu,Baseline,719.075441
Besu,Baseline,95.516682
Besu,Baseline,76.557398
Besu,Baseline,454.86784
Besu,Baseline,95.993757
Besu,Baseline,334.427595
Besu,Baseline,50.119877
Besu,Baseline,191.077471
Besu,Baseline,72.813988
Besu,Baseline,123.372078
Besu,Baseline,76.78175
Besu,Baseline,582.628489
Besu,Baseline,7.970333
Besu,Baseline,7.850647
Besu,Baseline,25.506496
Besu,Baseline,47.424793
Besu,Baseline,56.377888
Besu,Baseline,27.285099
Besu,Baseline,75.323343
Besu,Baseline,42.997599
Besu,Baseline,79.949141
Besu,Baseline,43.799162
Besu,Baseline,97.9774
Besu,Baseline,76.235056
Besu,Baseline,33.828497
Besu,Baseline,108.496428
Besu,Baseline,153.320312
Besu,Baseline,61.8577
Besu,Baseline,57.090521
Besu,Baseline,132.34973
Besu,Baseline,24.790764
Besu,Baseline,163.54847
Besu,Baseline,71.98596
Besu,Baseline,109.086752
Besu,Baseline,110.422373
Besu,Baseline,110.454321
Besu,Baseline,240.835428
Besu,Baseline,209.26857
Besu,Baseline,260.536194
Besu,Baseline,198.633909
Besu,Baseline,24.183989
Besu,Baseline,104.939461
Besu,Baseline,308.169842
Besu,Baseline,73.162079
Besu,Baseline,134.876251
Besu,Baseline,73.057652
Besu,Baseline,70.384741
Besu,Baseline,333.372355
Besu,Baseline,323.204994
Besu,Baseline,23.485899
Besu,Baseline,104.081154
Besu,Baseline,207.217932
Besu,Baseline,90.491772
Besu,Baseline,30.045509
Besu,Baseline,97.191334
Besu,Baseline,203.718424
Besu,Baseline,269.49048
Besu,Baseline,41.557074
Besu,Baseline,20.042419
Besu,Baseline,63.991785
Besu,Baseline,24.697304
Besu,Baseline,35.718679
Besu,Baseline,64.920187
Besu,Baseline,63.834906
Besu,Baseline,56.276321
Besu,Baseline,52.400351
Besu,Baseline,97.696066
Besu,Baseline,124.089956
Besu,Baseline,119.34948
Besu,Baseline,68.196058
Besu,Baseline,167.440414
Besu,Baseline,136.720657
Besu,Baseline,80.457687
Besu,Baseline,27.04978
Besu,Baseline,41.877508
Besu,Baseline,148.541927
Besu,Baseline,28.95093
Besu,Baseline,142.944813
Besu,Baseline,103.901148
Besu,Baseline,174.453497
Besu,Baseline,142.426491
Besu,Baseline,255.050182
Besu,Baseline,78.685999
Besu,Baseline,233.655214
Besu,Baseline,111.902714
Besu,Baseline,76.384068
Besu,Baseline,236.536026
Besu,Baseline,113.752604
Besu,Baseline,115.847111
Besu,Baseline,68.352938
Besu,Baseline,280.20072
Besu,Baseline,295.523882
Besu,Baseline,199.81432
Besu,Baseline,44.001102
Besu,Baseline,308.586597
Besu,Baseline,382.798195
Besu,Baseline,24.155855
Besu,Baseline,17.651796
Besu,Baseline,345.783472
Besu,Baseline,107.10454
Besu,Baseline,175.084591
Besu,Baseline,97.834826
Besu,Baseline,308.666706
Besu,Baseline,161.043406
Besu,Baseline,177.803993
Besu,Baseline,38.941145
Besu,Baseline,213.362932
Besu,Baseline,405.495167
Besu,Baseline,107.724428
Besu,Baseline,89.878559
Besu,Baseline,177.839994
Besu,Baseline,25.623798
Besu,Baseline,24.08576
Besu,Baseline,485.336304
Besu,Baseline,76.361656
Besu,Baseline,44.195414
Besu,Baseline,195.893288
Besu,Baseline,123.045683
Besu,Baseline,286.432266
Besu,Baseline,229.768276
Besu,Baseline,117.749691
Besu,Baseline,20.333529
Besu,Baseline,155.528545
Besu,Baseline,30.570269
Besu,Baseline,22.768974
Besu,Baseline,256.32
Besu,Baseline,103.081942
Besu,Baseline,97.322702
Besu,Baseline,98.339081
Besu,Baseline,197.869301
Besu,Baseline,135.842323
Besu,Baseline,207.67045
Besu,Baseline,285.961628
Besu,Baseline,136.731625
Besu,Baseline,408.485413
Besu,Baseline,463.399649
Besu,Baseline,116.261005
Besu,Baseline,30.459642
Besu,Baseline,119.124651
Besu,Baseline,25.103569
Besu,Baseline,94.106436
Besu,Baseline,77.708721
Besu,Baseline,28.481245
Besu,Baseline,548.447371
Besu,Baseline,153.85747
Besu,Baseline,163.518906
Besu,Baseline,140.273333
Besu,Baseline,205.563307
Besu,Baseline,50.739527
Besu,Baseline,24.219036
Besu,Baseline,25.815487
Besu,Baseline,116.343498
Besu,Baseline,157.987595
Besu,Baseline,48.578501
Besu,Baseline,49.109697
Besu,Baseline,379.735231
Besu,Baseline,25.174856
Besu,Baseline,232.129097
Besu,Baseline,158.836365
Besu,Baseline,154.331446
Besu,Baseline,59.558153
Besu,Baseline,201.845884
Besu,Baseline,80.659389
Besu,Baseline,382.204533
Besu,Baseline,37.728071
Besu,Baseline,23.012161
Besu,Baseline,322.551727
Besu,Baseline,173.961163
Besu,Baseline,67.364454
Besu,Baseline,20.991087
Besu,Baseline,20.432472
Besu,Baseline,24.562359
Besu,Baseline,20.967484
Besu,Baseline,30.782461
Besu,Baseline,52.871943
Besu,Baseline,52.337408
Besu,Baseline,69.637537
Besu,Baseline,20.147562
Besu,Baseline,31.999826
Besu,Baseline,20.08605
Besu,Baseline,57.294846
Besu,Baseline,96.509218
Besu,Baseline,125.786781
Besu,Baseline,136.02066
Besu,Baseline,101.919174
Besu,Baseline,26.91555
Besu,Baseline,180.502176
Besu,Baseline,117.520094
Besu,Baseline,89.348316
Besu,Baseline,102.823257
Besu,Baseline,204.679966
Besu,Baseline,30.973673
Besu,Baseline,30.825853
Besu,Baseline,71.789026
Besu,Baseline,126.057863
Besu,Baseline,197.605848
Besu,Baseline,29.580116
Besu,Baseline,253.677368
Besu,Baseline,109.852552
Besu,Baseline,53.173304
Besu,Baseline,87.52346
Besu,Baseline,107.898474
Besu,Baseline,273.360968
Besu,Baseline,212.999582
Besu,Baseline,151.812315
Besu,Baseline,188.354731
Besu,Baseline,37.116766
Besu,Baseline,56.198597
Besu,Baseline,100.890875
Besu,Baseline,74.994802
Besu,Baseline,362.303495
Besu,Baseline,22.808313
Besu,Baseline,120.271921
Besu,Baseline,83.187103
Besu,Baseline,182.26552
Besu,Baseline,57.999134
Besu,Baseline,364.083529
Besu,Baseline,36.655426
Besu,Baseline,60.138226
Besu,Baseline,93.40024
Besu,Baseline,46.055317
Besu,Baseline,325.428486
Besu,Baseline,432.715416
Besu,Baseline,136.031628
Besu,Baseline,214.123249
Besu,Baseline,476.763725
Besu,Baseline,73.143959
Besu,Baseline,238.048077
Besu,Baseline,67.334652
Besu,Baseline,132.147551
Besu,Baseline,207.631588
Besu,Baseline,90.743303
Besu,Baseline,146.705151
Besu,Baseline,28.371096
Besu,Baseline,156.735659
Besu,Baseline,234.110594
Besu,Baseline,23.201704
Besu,Baseline,72.855473
Besu,Baseline,40.883541
Besu,Baseline,127.697468
Besu,Baseline,388.594389
Besu,Baseline,110.218048
Besu,Baseline,146.75355
Besu,Baseline,24.271488
Besu,Baseline,81.684589
Besu,Baseline,21.965027
Besu,Baseline,19.607067
Besu,Baseline,225.803614
Besu,Baseline,101.212978
Besu,Baseline,21.282911
Besu,Baseline,387.65049
Besu,Baseline,671.921968
Besu,Baseline,688.730478
Besu,Baseline,223.028898
Besu,Baseline,249.619007
Besu,Baseline,157.212496
Besu,Baseline,181.402206
Besu,Baseline,106.426239
Besu,Baseline,87.45718
Besu,Baseline,66.633701
Besu,Baseline,28.981686
Besu,Baseline,170.742512
Besu,Baseline,252.647638
Besu,Baseline,66.615105
Besu,Baseline,205.008984
Besu,Baseline,50.590038
Besu,Baseline,403.146029
Besu,Baseline,50.595045
Besu,Baseline,52.909613
Besu,Baseline,156.151056
Besu,Baseline,366.886377
Besu,Baseline,152.296305
Besu,Baseline,24.621725
Besu,Baseline,66.83898
Besu,Baseline,48.85745
Besu,Baseline,20.881414
Besu,Baseline,39.470434
Besu,Baseline,58.320522
Besu,Baseline,49.027443
Besu,Baseline,37.541628
Besu,Baseline,124.153137
Besu,Baseline,127.361536
Besu,Baseline,99.811554
Besu,Baseline,126.549721
Besu,Baseline,89.861631
Besu,Baseline,117.320538
Besu,Baseline,97.987652
Besu,Baseline,98.026276
Besu,Baseline,118.029118
Besu,Baseline,38.221359
Besu,Baseline,23.080349
Besu,Baseline,141.296864
Besu,Baseline,97.884893
Besu,Baseline,75.330973
Besu,Baseline,225.629807
Besu,Baseline,203.860998
Besu,Baseline,229.724407
Besu,Baseline,16.872168
Besu,Baseline,253.499985
Besu,Baseline,271.623135
Besu,Baseline,55.347681
Besu,Baseline,89.714766
Besu,Baseline,23.863554
Besu,Baseline,238.221645
Besu,Baseline,106.956244
Besu,Baseline,30.182838
Besu,Baseline,69.982052
Besu,Baseline,251.297474
Besu,Baseline,91.391087
Besu,Baseline,53.477764
Besu,Baseline,282.888651
Besu,Baseline,193.027735
Besu,Baseline,256.581068
Besu,Baseline,27.68302
Besu,Baseline,272.186995
Besu,Baseline,217.975616
Besu,Baseline,23.745537
Besu,Baseline,196.52319
Besu,Baseline,28.930902
Besu,Baseline,60.529232
Besu,Baseline,123.082399
Besu,Baseline,76.79987
Besu,Baseline,431.689978
Besu,Baseline,54.917336
Besu,Baseline,29.606104
Besu,Baseline,32.601118
Besu,Baseline,177.39749
Besu,Baseline,432.952881
Besu,Baseline,82.789421
Besu,Baseline,404.916048
Besu,Baseline,198.676348
Besu,Baseline,177.742243
Besu,Baseline,280.474663
Besu,Baseline,62.04915
Besu,Baseline,122.801304
Besu,Baseline,115.641356
Besu,Baseline,239.536524
Besu,Baseline,20.479679
Besu,Baseline,65.809965
Besu,Baseline,49.170494
Besu,Baseline,89.636087
Besu,Baseline,148.823023
Besu,Baseline,40.166616
Besu,Baseline,26.775837
Besu,Baseline,141.267776
Besu,Baseline,366.250277
Besu,Baseline,76.387644
Besu,Baseline,157.070637
Besu,Baseline,198.764563
Besu,Baseline,131.593943
Besu,Baseline,325.027227
Besu,Baseline,25.061846
Besu,Baseline,496.344805
Besu,Baseline,78.720093
Besu,Baseline,415.95459
Besu,Baseline,10.883331
Besu,Baseline,26.506662
Besu,Baseline,27.909517
Besu,Baseline,31.184912
Besu,Baseline,29.93679
Besu,Baseline,40.680647
Besu,Baseline,76.449394
Besu,Baseline,25.319099
Besu,Baseline,100.034475
Besu,Baseline,67.514896
Besu,Baseline,144.664526
Besu,Baseline,112.286806
Besu,Baseline,61.128378
Besu,Baseline,143.976688
Besu,Baseline,50.711155
Besu,Baseline,26.692629
Besu,Baseline,98.008394
Besu,Baseline,171.302557
Besu,Baseline,129.452944
Besu,Baseline,146.28768
Besu,Baseline,149.141312
Besu,Baseline,175.820827
Besu,Baseline,181.653023
Besu,Baseline,13.890743
Besu,Baseline,122.922421
Besu,Baseline,27.937651
Besu,Baseline,146.701813
Besu,Baseline,31.666279
Besu,Baseline,212.486029
Besu,Baseline,29.450417
Besu,Baseline,54.687262
Besu,Baseline,23.915768
Besu,Baseline,237.388849
Besu,Baseline,51.775455
Besu,Baseline,315.314293
Besu,Baseline,325.46854
Besu,Baseline,47.376871
Besu,Baseline,216.246843
Besu,Baseline,62.418222
Besu,Baseline,239.044666
Besu,Baseline,232.600212
Besu,Baseline,341.719866
Besu,Baseline,26.423693
Besu,Baseline,220.306396
Besu,Baseline,76.880932
Besu,Baseline,36.705971
Besu,Baseline,113.05666
Besu,Baseline,274.136066
Besu,Baseline,104.075909
Besu,Baseline,96.057892
Besu,Baseline,463.509321
Besu,Baseline,58.441401
Besu,Baseline,353.260994
Besu,Baseline,80.181122
Besu,Baseline,308.107615
Besu,Baseline,72.297812
Besu,Baseline,50.838947
Besu,Baseline,343.651056
Besu,Baseline,133.500099
Besu,Baseline,58.605909
Besu,Baseline,403.933764
Besu,Baseline,123.784304
Besu,Baseline,25.062561
Besu,Baseline,182.685852
Besu,Baseline,25.51198
Besu,Baseline,18.283844
Besu,Baseline,23.961067
Besu,Baseline,384.10306
Besu,Baseline,177.890062
Besu,Baseline,22.10474
Besu,Baseline,120.430231
Besu,Baseline,132.312298
Besu,Baseline,65.743446
Besu,Baseline,196.429729
Besu,Baseline,85.385561
Besu,Baseline,22.613287
Besu,Baseline,175.194502
Besu,Baseline,345.715046
Besu,Baseline,253.147125
Besu,Baseline,23.713112
Besu,Baseline,296.803236
Besu,Baseline,211.468458
Besu,Baseline,434.318304
Besu,Baseline,111.963987
Besu,Baseline,148.940802
Besu,Baseline,169.93928
Besu,Baseline,66.822767
Besu,Baseline,528.454542
Besu,Baseline,32.322168
Besu,Baseline,269.204378
Besu,Baseline,179.114103
Besu,Baseline,36.35335
Besu,Baseline,26.724339
Besu,Baseline,22.21036
Besu,Baseline,290.786505
Besu,Baseline,182.18708
Besu,Baseline,32.915592
Besu,Baseline,25.547266
Besu,Baseline,67.93499
Besu,Baseline,212.933302
Besu,Baseline,195.407391
Besu,Baseline,90.545416
Besu,Baseline,432.724476
Besu,Baseline,26.099682
Besu,Baseline,8.140802
Besu,Baseline,18.14723
Besu,Baseline,33.593655
Besu,Baseline,43.77079
Besu,Baseline,36.530495
Besu,Baseline,74.010372
Besu,Baseline,81.300974
Besu,Baseline,25.650501
Besu,Baseline,106.192827
Besu,Baseline,93.671322
Besu,Baseline,83.6339
Besu,Baseline,79.958677
Besu,Baseline,61.402082
Besu,Baseline,58.147907
Besu,Baseline,141.117334
Besu,Baseline,22.907495
Besu,Baseline,42.829514
Besu,Baseline,151.171207
Besu,Baseline,181.555271
Besu,Baseline,114.075899
Besu,Baseline,169.355631
Besu,Baseline,198.818207
Besu,Baseline,50.746679
Besu,Baseline,241.762638
Besu,Baseline,231.417179
Besu,Baseline,228.81484
Besu,Baseline,144.457579
Besu,Baseline,176.146984
Besu,Baseline,30.466557
Besu,Baseline,20.802736
Besu,Baseline,94.26713
Besu,Baseline,80.68347
Besu,Baseline,253.689289
Besu,Baseline,76.601028
Besu,Baseline,29.672623
Besu,Baseline,102.99015
Besu,Baseline,28.401375
Besu,Baseline,32.189846
Besu,Baseline,350.629568
Besu,Baseline,388.086081
Besu,Baseline,332.484961
Besu,Baseline,188.845158
Besu,Baseline,169.721365
Besu,Baseline,119.939089
Besu,Baseline,23.112535
Besu,Baseline,285.677433
Besu,Baseline,28.050423
Besu,Baseline,26.310921
Besu,Baseline,210.913181
Besu,Baseline,443.068266
Besu,Baseline,324.960709
Besu,Baseline,366.227388
Besu,Baseline,201.869249
Besu,Baseline,139.740467
Besu,Baseline,196.953297
Besu,Baseline,21.310091
Besu,Baseline,65.742016
Besu,Baseline,32.698154
Besu,Baseline,60.057163
Besu,Baseline,102.884054
Besu,Baseline,235.986233
Besu,Baseline,29.713154
Besu,Baseline,220.938206
Besu,Baseline,105.39484
Besu,Baseline,47.992468
Besu,Baseline,24.627447
Besu,Baseline,273.668051
Besu,Baseline,33.832073
Besu,Baseline,22.405624
Besu,Baseline,270.712376
Besu,Baseline,106.71711
Besu,Baseline,38.393497
Besu,Baseline,445.528269
Besu,Baseline,275.416613
Besu,Baseline,231.247187
Besu,Baseline,219.010592
Besu,Baseline,183.852911
Besu,Baseline,129.921913
Besu,Baseline,191.089153
Besu,Baseline,198.045969
Besu,Baseline,319.754124
Besu,Baseline,538.325548
Besu,Baseline,62.98542
Besu,Baseline,35.771132
Besu,Baseline,373.341799
Besu,Baseline,31.535149
Besu,Baseline,290.299654
Besu,Baseline,21.207809
Besu,Baseline,136.291742
Besu,Baseline,231.291533
Besu,Baseline,742.218494
Besu,Baseline,179.210424
Besu,Baseline,205.024481
Besu,Baseline,74.520588
Besu,Baseline,32.739401
Besu,Baseline,307.050228
Besu,Baseline,27.819633
Besu,Baseline,209.501028
Besu,Baseline,31.990528
Besu,Baseline,170.870066
Besu,Baseline,103.150129
Besu,Baseline,113.687277
Besu,Baseline,213.487864
Besu,Baseline,51.542282
Besu,Baseline,140.095711
Besu,Baseline,34.361601
Besu,Baseline,150.45476
Besu,Baseline,96.227169
Besu,Baseline,12.979507
Besu,Baseline,16.033649
Besu,Baseline,28.062344
Besu,Baseline,36.340237
Besu,Baseline,62.880278
Besu,Baseline,50.464392
Besu,Baseline,60.034752
Besu,Baseline,48.108101
Besu,Baseline,84.758282
Besu,Baseline,47.558069
Besu,Baseline,40.852547
Besu,Baseline,68.423748
Besu,Baseline,116.283178
Besu,Baseline,144.004583
Besu,Baseline,44.871092
Besu,Baseline,43.460369
Besu,Baseline,141.426563
Besu,Baseline,120.098114
Besu,Baseline,104.239464
Besu,Baseline,102.761984
Besu,Baseline,18.671989
Besu,Baseline,156.204224
Besu,Baseline,91.897964
Besu,Baseline,168.782473
Besu,Baseline,224.788427
Besu,Baseline,20.306826
Besu,Baseline,190.00864
Besu,Baseline,24.731636
Besu,Baseline,97.614527
Besu,Baseline,195.096016
Besu,Baseline,69.654942
Besu,Baseline,92.702389
Besu,Baseline,97.059488
Besu,Baseline,28.235197
Besu,Baseline,32.932758
Besu,Baseline,74.617147
Besu,Baseline,173.422575
Besu,Baseline,129.070997
Besu,Baseline,49.247265
Besu,Baseline,68.077087
Besu,Baseline,345.156431
Besu,Baseline,86.160183
Besu,Baseline,244.468451
Besu,Baseline,161.515236
Besu,Baseline,362.569332
Besu,Baseline,155.70426
Besu,Baseline,254.209995
Besu,Baseline,93.026638
Besu,Baseline,258.781433
Besu,Baseline,308.675766
Besu,Baseline,108.147383
Besu,Baseline,35.723925
Besu,Baseline,419.462204
Besu,Baseline,214.862823
Besu,Baseline,29.248238
Besu,Baseline,138.343811
Besu,Baseline,163.554192
Besu,Baseline,25.691509
Besu,Baseline,112.054825
Besu,Baseline,167.507887
Besu,Baseline,124.654293
Besu,Baseline,220.315456
Besu,Baseline,74.762106
Besu,Baseline,408.31542
Besu,Baseline,63.334703
Besu,Baseline,469.405413
Besu,Baseline,104.277372
Besu,Baseline,51.545143
Besu,Baseline,26.941776
Besu,Baseline,74.418783
Besu,Baseline,83.571911
Besu,Baseline,109.58147
Besu,Baseline,295.734644
Besu,Baseline,91.785192
Besu,Baseline,48.815966
Besu,Baseline,272.253275
Besu,Baseline,245.536327
Besu,Baseline,167.62042
Besu,Baseline,96.969128
Besu,Baseline,54.31056
Besu,Baseline,164.96563
Besu,Baseline,262.108088
Besu,Baseline,583.033085
Besu,Baseline,32.266378
Besu,Baseline,309.140682
Besu,Baseline,177.153349
Besu,Baseline,184.907436
Besu,Baseline,296.86904
Besu,Baseline,53.682804
Besu,Baseline,54.0905
Besu,Baseline,19.716978
Besu,Baseline,21.860361
Besu,Baseline,34.141064
Besu,Baseline,46.807766
Besu,Baseline,44.763088
Besu,Baseline,54.555655
Besu,Baseline,30.127048
Besu,Baseline,46.351433
Besu,Baseline,23.493767
Besu,Baseline,82.684517
Besu,Baseline,38.749933
Besu,Baseline,116.38546
Besu,Baseline,110.131264
Besu,Baseline,13.788223
Besu,Baseline,188.2267
Besu,Baseline,124.108553
Besu,Baseline,164.63542
Besu,Baseline,91.356754
Besu,Baseline,91.25042
Besu,Baseline,51.307201
Besu,Baseline,22.856474
Besu,Baseline,67.378521
Besu,Baseline,101.172447
Besu,Baseline,47.159195
Besu,Baseline,201.171398
Besu,Baseline,22.094727
Besu,Baseline,165.195942
Besu,Baseline,95.81542
Besu,Baseline,25.869608
Besu,Baseline,26.246548
Besu,Baseline,263.026714
Besu,Baseline,49.454689
Besu,Baseline,218.133211
Besu,Baseline,250.952244
Besu,Baseline,60.884237
Besu,Baseline,137.49671
Besu,Baseline,326.792717
Besu,Baseline,317.457438
Besu,Baseline,32.681465
Besu,Baseline,83.576679
Besu,Baseline,142.629147
Besu,Baseline,252.94733
Besu,Baseline,303.354979
Besu,Baseline,22.744179
Besu,Baseline,84.706068
Besu,Baseline,79.432249
Besu,Baseline,51.492929
Besu,Baseline,94.34104
Besu,Baseline,339.097738
Besu,Baseline,218.37759
Besu,Baseline,114.426136
Besu,Baseline,149.812222
Besu,Baseline,49.064875
Besu,Baseline,48.627138
Besu,Baseline,85.706234
Besu,Baseline,269.090414
Besu,Baseline,31.251431
Besu,Baseline,93.029737
Besu,Baseline,219.259024
Besu,Baseline,368.369341
Besu,Baseline,53.117514
Besu,Baseline,91.780901
Besu,Baseline,302.670717
Besu,Baseline,22.584438
Besu,Baseline,59.746981
Besu,Baseline,361.585617
Besu,Baseline,148.958206
Besu,Baseline,130.599022
Besu,Baseline,103.732109
Besu,Baseline,106.101751
Besu,Baseline,20.030499
Besu,Baseline,126.467943
Besu,Baseline,238.708258
Besu,Baseline,105.674505
Besu,Baseline,343.366385
Besu,Baseline,24.497032
Besu,Baseline,25.675774
Besu,Baseline,27.729273
Besu,Baseline,76.846123
Besu,Baseline,146.523714
Besu,Baseline,37.649393
Besu,Baseline,89.010715
Besu,Baseline,90.06381
Besu,Baseline,24.77622
Besu,Baseline,251.39904
Besu,Baseline,290.253162
Besu,Baseline,194.728851
Besu,Baseline,50.14658
Besu,Baseline,21.486282
Besu,Baseline,207.455873
Besu,Baseline,375.844002
Besu,Baseline,449.388742
Besu,Baseline,25.931358
Besu,Baseline,231.862545
Besu,Baseline,18.442392
Besu,Baseline,46.377659
Besu,Baseline,29.014349
Besu,Baseline,214.874983
Besu,Baseline,28.787613
Besu,Baseline,87.29434
Besu,Baseline,299.678802
Besu,Baseline,57.174444
Besu,Baseline,164.956331
Besu,Baseline,139.855146
Besu,Baseline,61.805964
Besu,Baseline,28.619289
Besu,Baseline,249.885798
Besu,Baseline,19.466162
Besu,Baseline,419.81101
Besu,Baseline,888.352871
Besu,Baseline,279.257059
Besu,Baseline,222.539186
Besu,Baseline,390.107632
Besu,Baseline,89.541674
Besu,Baseline,46.193838
Besu,Baseline,116.581678
Besu,Baseline,273.921013
Besu,Baseline,55.754185
Besu,Baseline,22.995234
Besu,Baseline,79.682112
Besu,Baseline,329.812288
Besu,Baseline,56.509972
Besu,Baseline,132.074594
Besu,Baseline,21.055222
Besu,Baseline,384.975672
Besu,Baseline,386.313915
Besu,Baseline,23.399115
Besu,Baseline,65.756321
Besu,Baseline,49.099207
Besu,Baseline,30.97105
Besu,Baseline,62.852383
Besu,Baseline,32.98378
Besu,Baseline,47.008514
Besu,Baseline,57.73735
Besu,Baseline,32.695532
Besu,Baseline,43.581247
Besu,Baseline,70.645571
Besu,Baseline,22.256136
Besu,Baseline,109.30419
Besu,Baseline,50.313234
Besu,Baseline,104.635
Besu,Baseline,95.953941
Besu,Baseline,99.593401
Besu,Baseline,170.849085
Besu,Baseline,26.387453
Besu,Baseline,165.844679
Besu,Baseline,178.13015
Besu,Baseline,91.824055
Besu,Baseline,135.941744
Besu,Baseline,87.983847
Besu,Baseline,135.867357
Besu,Baseline,221.106768
Besu,Baseline,40.802479
Besu,Baseline,71.73562
Besu,Baseline,127.636909
Besu,Baseline,62.638998
Besu,Baseline,234.389544
Besu,Baseline,239.479303
Besu,Baseline,22.736311
Besu,Baseline,285.933971
Besu,Baseline,121.909142
Besu,Baseline,14.574528
Besu,Baseline,157.420397
Besu,Baseline,123.495579
Besu,Baseline,262.172699
Besu,Baseline,31.368971
Besu,Baseline,23.3953
Besu,Baseline,23.30637
Besu,Baseline,288.690329
Besu,Baseline,88.814974
Besu,Baseline,214.623928
Besu,Baseline,29.007912
Besu,Baseline,76.801062
Besu,Baseline,227.459192
Besu,Baseline,31.507254
Besu,Baseline,53.993702
Besu,Baseline,350.169182
Besu,Baseline,152.059317
Besu,Baseline,129.869699
Besu,Baseline,51.147699
Besu,Baseline,220.730305
Besu,Baseline,94.113588
Besu,Baseline,196.062326
Besu,Baseline,26.120424
Besu,Baseline,232.666731
Besu,Baseline,34.653425
Besu,Baseline,363.298178
Besu,Baseline,84.187031
Besu,Baseline,27.300358
Besu,Baseline,53.175449
Besu,Baseline,55.122852
Besu,Baseline,479.69532
Besu,Baseline,29.241562
Besu,Baseline,120.100975
Besu,Baseline,448.783636
Besu,Baseline,20.643234
Besu,Baseline,356.540203
Besu,Baseline,238.76524
Besu,Baseline,275.490761
Besu,Baseline,27.778625
Besu,Baseline,24.845123
Besu,Baseline,184.586048
Besu,Baseline,21.46697
Besu,Baseline,16.761303
Besu,Baseline,113.597393
Besu,Baseline,26.364803
Besu,Baseline,418.785334
Besu,Baseline,205.218792
Besu,Baseline,29.038429
Besu,Baseline,91.845751
Besu,Baseline,127.413988
Besu,Baseline,189.52179
Besu,Baseline,33.141136
