block_num,last_mode,tx_count,warm_hits,sched_us,g0,g1,g2,alloc_mb
1,DISABLED,1,0,0,0,0,0,34.627
2,DISABLED,1,0,0,0,0,0,9.633
3,DISABLED,1,0,0,0,0,0,17.354
4,DISABLED,1,0,0,0,0,0,8.505
5,DISABLED,1,0,0,0,0,0,0.412
6,DISABLED,1,0,0,0,0,0,0.476
7,DISABLED,1,0,0,0,0,0,0.187
8,DISABLED,1,0,0,0,0,0,0.500
9,DISABLED,1,0,0,0,0,0,0.070
10,DISABLED,1,0,0,0,0,0,0.141
11,DISABLED,1,0,0,0,0,0,0.811
12,DISABLED,1,0,0,0,0,0,0.109
13,DISABLED,1,0,0,0,0,0,0.070
14,DISABLED,1,0,0,0,0,0,0.062
15,DISABLED,1,0,0,0,0,0,0.054
16,DISABLED,1,0,0,0,0,0,0.406
17,DISABLED,1,0,0,0,0,0,0.156
18,DISABLED,1,0,0,0,0,0,0.131
19,DISABLED,1,0,0,0,0,0,0.426
20,DISABLED,1,0,0,0,0,0,0.093
21,DISABLED,1,0,0,0,0,0,0.466
22,DISABLED,1,0,0,0,0,0,0.922
23,DISABLED,1,0,0,0,0,0,0.102
24,DISABLED,1,0,0,0,0,0,0.586
25,DISABLED,1,0,0,0,0,0,0.070
26,DISABLED,1,0,0,0,0,0,0.062
27,DISABLED,1,0,0,0,0,0,0.086
28,DISABLED,1,0,0,0,0,0,0.078
29,DISABLED,1,0,0,0,0,0,0.475
30,DISABLED,1,0,0,0,0,0,0.070
31,DISABLED,8,0,0,0,0,0,1.351
32,DISABLED,29,0,0,0,0,0,1.741
33,DISABLED,28,0,0,0,0,0,1.102
34,DISABLED,27,0,0,0,0,0,1.060
35,DISABLED,26,0,0,0,0,0,1.162
36,DISABLED,30,0,0,0,0,0,1.517
37,DISABLED,30,0,0,0,0,0,1.630
38,DISABLED,30,0,0,0,0,0,0.763
39,DISABLED,30,0,0,0,0,0,1.186
40,DISABLED,30,0,0,0,0,0,1.255
41,DISABLED,30,0,0,0,0,0,1.769
42,DISABLED,30,0,0,0,0,0,1.410
43,DISABLED,30,0,0,0,0,0,0.849
44,DISABLED,30,0,0,0,0,0,0.874
45,DISABLED,30,0,0,0,0,0,0.846
46,DISABLED,30,0,0,0,0,0,2.406
47,DISABLED,30,0,0,0,0,0,1.240
48,DISABLED,30,0,0,0,0,0,0.950
49,DISABLED,30,0,0,0,0,0,0.919
50,DISABLED,30,0,0,0,0,0,0.934
51,DISABLED,30,0,0,0,0,0,2.912
52,DISABLED,30,0,0,0,0,0,1.449
53,DISABLED,30,0,0,0,0,0,1.059
54,DISABLED,30,0,0,0,0,0,1.036
55,DISABLED,30,0,0,0,0,0,1.029
56,DISABLED,30,0,0,0,0,0,3.314
57,DISABLED,30,0,0,0,0,0,1.417
58,DISABLED,30,0,0,0,0,0,1.287
59,DISABLED,30,0,0,0,0,0,1.012
60,DISABLED,30,0,0,0,0,0,0.950
61,DISABLED,30,0,0,0,0,0,3.630
62,DISABLED,30,0,0,0,0,0,0.462
63,DISABLED,30,0,0,0,0,0,0.992
64,DISABLED,30,0,0,0,0,0,0.673
