block_num,last_mode,tx_count,warm_hits,sched_us,g0,g1,g2,alloc_mb
1,DISABLED,3,0,0,0,0,0,34.087
2,DISABLED,14,0,0,0,0,0,9.031
3,DISABLED,12,0,0,0,0,0,9.401
4,DISABLED,1,0,0,0,0,0,9.503
5,DISABLED,30,0,0,0,0,0,3.030
6,DISABLED,60,0,0,0,0,0,29.631
7,DISABLED,68,0,0,0,0,0,45.636
8,DISABLED,76,0,0,0,0,0,48.948
9,DISABLED,71,0,0,0,0,0,57.269
10,DISABLED,67,0,0,0,0,0,51.641
11,DISABLED,65,0,0,0,0,0,52.083
12,DISABLED,61,0,0,0,0,0,54.822
13,DISABLED,54,0,0,0,0,0,50.531
14,DISABLED,48,0,0,0,0,0,44.812
15,DISABLED,60,0,0,2,1,1,42.531
16,DISABLED,41,0,0,0,0,0,52.479
17,DISABLED,49,0,0,0,0,0,38.885
18,DISABLED,36,0,0,0,0,0,46.268
19,DISABLED,41,0,0,0,0,0,38.321
20,DISABLED,43,0,0,0,0,0,42.952
21,DISABLED,46,0,0,0,0,0,44.589
22,DISABLED,44,0,0,0,0,0,45.103
23,DISABLED,40,0,0,0,0,0,43.198
24,DISABLED,45,0,0,0,0,0,42.446
25,DISABLED,35,0,0,0,0,0,46.277
26,DISABLED,38,0,0,0,0,0,36.496
27,DISABLED,45,0,0,0,0,0,40.716
28,DISABLED,37,0,0,0,0,0,45.049
29,DISABLED,35,0,0,0,0,0,37.693
30,DISABLED,37,0,0,0,0,0,37.654
31,DISABLED,48,0,0,0,0,0,41.180
32,DISABLED,35,0,0,0,0,0,46.592
33,DISABLED,37,0,0,0,0,0,36.616
34,DISABLED,41,0,0,0,0,0,37.599
35,DISABLED,37,0,0,0,0,0,44.603
36,DISABLED,35,0,0,0,0,0,40.568
37,DISABLED,36,0,0,0,0,0,42.551
38,DISABLED,42,0,0,0,0,0,41.671
39,DISABLED,37,0,0,0,0,0,48.330
40,DISABLED,37,0,0,0,0,0,42.138
41,DISABLED,39,0,0,0,0,0,42.103
42,DISABLED,44,0,0,0,0,0,45.998
43,DISABLED,34,0,0,0,0,0,44.340
44,DISABLED,38,0,0,0,0,0,40.369
45,DISABLED,42,0,0,0,0,0,40.083
46,DISABLED,36,0,0,0,0,0,46.079
47,DISABLED,38,0,0,0,0,0,41.822
48,DISABLED,38,0,0,0,0,0,44.403
49,DISABLED,44,0,0,0,0,0,42.756
50,DISABLED,32,0,0,0,0,0,53.416
51,DISABLED,37,0,0,0,0,0,36.480
52,DISABLED,39,0,0,0,0,0,39.877
53,DISABLED,42,0,0,0,0,0,41.121
54,DISABLED,35,0,0,0,0,0,46.490
55,DISABLED,37,0,0,0,0,0,38.198
56,DISABLED,42,0,0,0,0,0,41.351
57,DISABLED,36,0,0,0,0,0,43.754
58,DISABLED,35,0,0,0,0,0,39.389
59,DISABLED,37,0,0,0,0,0,39.460
60,DISABLED,43,0,0,0,0,0,41.687
61,DISABLED,35,0,0,0,0,0,47.303
62,DISABLED,36,0,0,0,0,0,37.462
63,DISABLED,38,0,0,0,0,0,39.501
64,DISABLED,46,0,0,0,0,0,43.466
65,DISABLED,33,0,0,0,0,0,49.726
66,DISABLED,39,0,0,0,0,0,37.381
67,DISABLED,43,0,0,0,0,0,44.713
68,DISABLED,35,0,0,0,0,0,46.179
69,DISABLED,36,0,0,0,0,0,40.136
70,DISABLED,38,0,0,0,0,0,42.591
71,DISABLED,44,0,0,0,0,0,45.049
72,DISABLED,33,0,0,0,0,0,47.307
73,DISABLED,37,0,0,0,0,0,40.366
74,DISABLED,38,0,0,0,0,0,45.605
75,DISABLED,44,0,0,0,0,0,42.016
76,DISABLED,35,0,0,0,0,0,51.770
77,DISABLED,36,0,0,0,0,0,47.744
78,DISABLED,43,0,0,0,0,0,48.939
79,DISABLED,36,0,0,0,0,0,58.541
80,DISABLED,38,0,0,0,0,0,45.369
81,DISABLED,38,0,0,0,0,0,42.690
82,DISABLED,44,0,0,0,0,0,44.555
83,DISABLED,35,0,0,0,0,0,52.947
84,DISABLED,37,0,0,0,0,0,45.712
85,DISABLED,50,0,0,1,1,0,17.557
86,DISABLED,88,0,0,0,0,0,51.137
87,DISABLED,50,0,0,0,0,0,107.595
88,DISABLED,35,0,0,0,0,0,56.883
