block_num,last_mode,tx_count,warm_hits,sched_us,g0,g1,g2,alloc_mb
1,AL,1,0,9229,0,0,0,33.995
2,AL,12,11,225,0,0,0,9.826
3,AL,12,11,126,0,0,0,12.295
4,AL,5,4,77,0,0,0,5.374
5,AL,7,0,1368,0,0,0,3.218
6,AL,45,15,791,0,0,0,11.504
7,AL,50,20,415,0,0,0,40.689
8,AL,55,25,404,0,0,0,33.437
9,AL,55,25,411,0,0,0,38.132
10,AL,58,28,666,0,0,0,38.706
11,AL,60,30,672,0,0,0,41.235
12,AL,60,30,484,0,0,0,45.582
13,AL,49,19,377,0,0,0,48.569
14,AL,82,52,493,2,1,1,17.397
15,AL,140,110,718,0,0,0,56.322
16,AL,73,43,423,0,0,0,125.672
17,AL,47,17,216,0,0,0,61.223
18,AL,50,20,203,0,0,0,44.563
19,AL,39,9,261,0,0,0,48.475
20,AL,52,22,340,0,0,0,43.059
21,AL,39,9,187,0,0,0,50.341
22,AL,40,10,193,0,0,0,41.346
23,AL,43,13,262,0,0,0,41.305
24,AL,47,17,341,0,0,0,43.455
25,AL,43,13,260,0,0,0,45.073
26,AL,47,17,276,0,0,0,44.770
27,AL,44,14,322,0,0,0,45.863
28,AL,36,6,172,0,0,0,42.436
29,AL,40,10,211,0,0,0,38.776
30,AL,41,11,213,0,0,0,39.807
31,AL,37,7,182,0,0,0,41.885
32,AL,39,9,214,0,0,0,39.204
33,AL,43,13,107,0,0,0,40.282
34,AL,34,4,97,0,0,0,44.470
35,AL,36,6,92,0,0,0,41.162
36,AL,40,10,159,0,0,0,41.904
37,AL,41,11,91,0,0,0,43.702
38,AL,37,7,173,0,0,0,47.566
39,AL,42,12,129,0,0,0,41.199
40,AL,41,11,101,0,0,0,45.506
41,AL,33,3,138,0,0,0,45.845
42,AL,36,6,158,0,0,0,42.250
43,AL,42,12,205,0,0,0,41.802
44,AL,40,10,198,0,0,0,53.814
45,AL,38,8,153,0,0,0,43.602
46,AL,40,10,144,0,0,0,43.550
47,AL,41,11,159,0,0,0,43.779
48,AL,37,7,89,0,0,0,42.999
49,AL,37,7,127,0,0,0,40.093
50,AL,53,23,848,1,1,0,35.333
51,AL,142,112,285,0,0,0,27.753
52,AL,54,24,102,0,0,0,129.845
53,AL,38,8,106,0,0,0,58.961
54,AL,37,7,78,0,0,0,41.703
55,AL,41,11,95,0,0,0,40.885
56,AL,35,5,110,0,0,0,44.240
57,AL,38,8,84,0,0,0,39.248
58,AL,40,10,112,0,0,0,40.236
59,AL,41,11,139,0,0,0,44.137
60,AL,36,6,123,0,0,0,41.651
61,AL,33,3,139,0,0,0,37.813
62,AL,44,14,87,0,0,0,40.085
63,AL,39,9,166,0,0,0,47.116
64,AL,37,7,141,0,0,0,42.865
65,AL,40,10,180,0,0,0,40.161
66,AL,41,11,89,0,0,0,46.385
67,AL,38,8,133,0,0,0,47.042
68,AL,41,11,65,0,0,0,42.132
69,AL,41,11,81,0,0,0,46.372
70,AL,33,3,73,0,0,0,49.601
71,AL,36,6,77,0,0,0,42.620
72,AL,42,12,89,0,0,0,43.803
73,AL,40,10,92,0,0,0,52.168
74,AL,38,8,89,0,0,0,53.204
75,AL,46,16,72,0,0,0,48.447
76,AL,38,8,61,0,0,0,56.579
77,AL,36,6,99,0,0,0,43.456
78,AL,42,12,142,0,0,0,45.068
79,AL,39,9,78,0,0,0,49.248
80,AL,39,9,76,0,0,0,46.707
81,AL,40,10,73,0,0,0,51.031
82,AL,41,11,76,0,0,0,51.119
83,AL,36,6,77,0,0,0,45.155
84,AL,37,7,178,0,0,0,41.347
85,AL,47,17,84,0,0,0,48.035
86,AL,36,6,88,0,0,0,53.325
87,AL,33,3,59,0,0,0,50.112
88,AL,40,10,79,0,0,0,41.098
89,AL,41,11,76,0,0,0,51.588
90,AL,37,7,79,0,0,0,52.245
91,AL,37,7,89,0,0,0,46.861
92,AL,46,16,106,0,0,0,53.915
93,AL,33,3,67,0,0,0,50.581
94,AL,36,6,73,0,0,0,39.053
95,AL,40,10,105,0,0,0,45.328
96,AL,41,11,113,0,0,0,46.297
97,AL,39,9,69,0,0,0,49.155
98,AL,40,10,86,0,0,0,42.992
99,AL,41,11,126,0,0,0,46.178
100,AL,33,3,53,0,0,0,43.298
101,AL,36,6,64,0,0,0,41.520
102,AL,40,10,67,0,0,0,44.542
103,AL,41,11,75,0,0,0,45.304
104,AL,38,8,131,0,0,0,46.647
105,AL,41,11,71,0,0,0,44.946
106,AL,41,11,69,0,0,0,48.808
107,AL,37,7,63,0,0,0,47.541
108,AL,34,4,101,0,0,0,46.517
109,AL,44,14,99,0,0,0,44.296
110,AL,38,8,107,0,0,0,51.358
111,AL,36,6,151,0,0,0,45.240
112,AL,51,21,77,0,0,0,45.582
113,AL,36,6,95,0,0,0,54.886
114,AL,43,13,80,0,0,0,44.743
115,AL,41,11,79,0,0,0,50.225
116,AL,38,8,63,0,0,0,46.240
117,AL,39,9,75,0,0,0,44.228
118,AL,43,13,118,0,0,0,42.578
119,AL,38,8,86,0,0,0,48.079
120,AL,41,11,94,0,0,0,41.861
121,AL,41,11,99,0,0,0,44.223
122,AL,37,7,144,0,0,0,49.013
123,AL,33,3,78,0,0,0,43.211
124,AL,44,14,72,0,0,0,37.690
125,AL,38,8,63,0,0,0,50.580
126,AL,37,7,85,0,0,0,45.304
127,AL,40,10,61,0,0,0,43.636
128,AL,41,11,94,0,0,0,46.014
129,AL,38,8,90,0,0,0,46.253
130,AL,41,11,213,0,0,0,46.824
131,AL,42,12,106,0,0,0,44.759
132,AL,38,8,93,0,0,0,47.948
133,AL,50,20,79,0,0,0,47.285
134,AL,37,7,157,0,0,0,65.087
135,AL,43,13,75,0,0,0,46.618
136,AL,41,11,62,0,0,0,49.115
137,AL,50,20,75,1,0,0,39.660
138,AL,190,160,409,0,0,0,34.665
139,AL,74,44,97,0,0,0,239.542
140,AL,39,9,181,0,0,0,122.661
141,AL,46,16,71,0,0,0,53.937
142,AL,41,11,89,0,0,0,60.159
143,AL,38,8,60,0,0,0,60.991
144,AL,41,11,63,0,0,0,45.795
145,AL,41,11,180,0,0,0,55.545
146,AL,33,3,168,0,0,0,53.061
147,AL,36,6,57,0,0,0,51.344
148,AL,42,12,68,0,0,0,142.434
149,AL,49,19,101,0,0,0,84.313
150,AL,50,20,72,0,0,0,53.059
151,AL,37,7,58,0,0,0,54.047
152,AL,34,4,153,0,0,0,42.553
153,AL,46,16,64,0,0,0,45.204
154,AL,36,6,57,0,0,0,65.275
155,AL,36,6,105,0,0,0,52.276
156,AL,40,10,86,0,0,0,110.508
157,AL,43,13,64,0,0,0,50.273
158,AL,37,7,56,0,0,0,48.434
159,AL,40,10,63,0,0,0,42.937
160,AL,41,11,84,0,0,0,50.808
161,AL,38,8,78,0,0,0,51.467
162,AL,41,11,173,0,0,0,48.894
163,AL,41,11,75,0,0,0,53.905
164,AL,38,8,71,0,0,0,109.657
165,AL,61,31,115,0,0,0,92.708
166,AL,51,21,72,0,0,0,67.529
167,AL,37,7,61,0,0,0,60.670
168,AL,33,3,126,0,0,0,45.727
169,AL,49,19,164,0,0,0,44.830
170,AL,34,4,86,0,0,0,61.679
171,AL,36,6,159,0,0,0,48.103
172,AL,42,12,3968,0,0,0,109.247
173,AL,58,28,107,0,0,0,48.786
174,AL,43,13,83,0,0,0,65.189
175,AL,37,7,87,0,0,0,51.530
176,AL,42,12,66,0,0,0,48.602
177,AL,40,10,74,0,0,0,52.985
178,AL,38,8,92,0,0,0,51.846
179,AL,40,10,71,0,0,0,57.000
180,AL,41,11,88,0,0,0,121.176
181,AL,40,10,66,0,0,0,52.574
182,AL,49,19,65,0,0,0,46.860
183,AL,38,8,70,0,0,0,54.832
184,AL,37,7,59,0,0,0,52.052
185,AL,45,15,85,0,0,0,56.856
186,AL,37,7,68,0,0,0,73.674
187,AL,70,40,2438,1,1,1,42.696
188,AL,87,57,181,0,0,0,39.637
189,AL,48,18,272,0,0,0,165.251
190,AL,65,35,126,0,0,0,105.864
191,AL,43,13,92,0,0,0,71.007
192,AL,46,16,146,0,0,0,55.333
193,AL,72,42,136,0,0,0,58.330
194,AL,48,18,70,0,0,0,83.520
195,AL,38,8,56,0,0,0,70.029
196,AL,36,6,149,0,0,0,48.012
197,AL,36,6,83,0,0,0,119.264
198,AL,54,24,75,0,0,0,44.430
199,AL,46,16,143,0,0,0,63.146
200,AL,38,8,65,0,0,0,58.260
201,AL,36,6,84,0,0,0,48.067
202,AL,42,12,67,0,0,0,51.485
203,AL,40,10,83,0,0,0,52.017
204,AL,38,8,65,0,0,0,47.735
205,AL,43,13,136,0,0,0,133.102
206,AL,69,39,172,0,0,0,97.573
207,AL,51,21,137,0,0,0,38.333
208,AL,50,20,76,0,0,0,63.508
209,AL,36,6,69,0,0,0,62.213
210,AL,34,4,93,0,0,0,46.737
211,AL,45,15,204,0,0,0,49.884
212,AL,38,8,74,0,0,0,58.133
213,AL,37,7,114,0,0,0,128.594
214,AL,52,22,108,0,0,0,45.800
215,AL,38,8,86,0,0,0,59.631
216,AL,47,17,64,0,0,0,48.750
217,AL,37,7,63,0,0,0,63.131
218,AL,37,7,160,0,0,0,52.845
219,AL,46,16,75,0,0,0,47.857
220,AL,37,7,138,0,0,0,61.699
221,AL,36,6,78,0,0,0,124.170
222,AL,54,24,87,0,0,0,45.316
223,AL,46,16,65,0,0,0,61.867
224,AL,41,11,70,0,0,0,59.258
225,AL,37,7,60,0,0,0,54.509
226,AL,39,9,68,0,0,0,50.860
227,AL,44,14,108,0,0,0,52.628
228,AL,213,183,394,1,1,1,58.508
229,AL,72,42,91,0,0,0,237.826
230,AL,75,45,103,0,0,0,168.520
231,AL,41,11,86,0,0,0,92.965
232,AL,47,17,194,0,0,0,52.542
233,AL,35,5,60,0,0,0,58.454
234,AL,36,6,60,0,0,0,46.637
235,AL,42,12,82,0,0,0,47.916
236,AL,41,11,82,0,0,0,53.993
237,AL,37,7,80,0,0,0,130.178
238,AL,54,24,73,0,0,0,51.343
239,AL,43,13,112,0,0,0,62.864
240,AL,44,14,70,0,0,0,52.676
241,AL,36,6,93,0,0,0,55.825
242,AL,34,4,51,0,0,0,45.449
243,AL,43,13,112,0,0,0,51.317
244,AL,40,10,67,0,0,0,52.702
245,AL,36,6,79,0,0,0,130.251
246,AL,51,21,101,0,0,0,50.732
247,AL,39,9,81,0,0,0,60.450
248,AL,46,16,78,0,0,0,51.116
249,AL,38,8,77,0,0,0,55.799
250,AL,36,6,126,0,0,0,47.898
251,AL,41,11,56,0,0,0,48.330
252,AL,40,10,77,0,0,0,51.089
